Company,Carbon_Emissions_Score,Community_Engagement_Score,Cybersecurity_Score,Diversity_Equity_Inclusion_Score,ESG_Disclosure_Score,Energy_Efficiency_Score,Governance_Score,Human_Rights_Score,Labor_Practices_Score,Renewable_Energy_Percentage,Sustainable_Products_Score,Transparency_Score,Waste_Management_Score,Water_Usage
Company_56,75.98,68.04,85.83,98.25,61.26,63.4,89.08,62.78,81.66,86.72,99.27,86.31,68.14,32770.89
Company_38,69.43,67.4,80,75.1,95.74,82.14,88.14,51.06,60.68,37.53,50.11,77.38,52.93,37401.59
Company_78,50.35,69.49,95.18,74.33,72.82,92.15,67.45,67.18,95.96,92.5,87.15,73.66,55.6,37462.34
Company_46,90.12,83.69,67.29,57.97,81.87,54.71,57.27,75.76,97.3,73.34,99.58,76.9,69.57,14747.62
Company_96,93.52,94.49,91.42,97.84,94.41,87.93,50.51,62.85,98.49,48.62,77.79,69.17,74.95,28346.83
Company_87,66.97,96.78,96.88,62.63,86.13,68.83,89.26,85.53,87.31,90.69,55.75,66.86,64.77,14930.96
Company_9,93.18,65.25,59.79,78,57.26,68.41,52.55,80.86,50.92,58.27,71.33,65.76,50.77,18803.07
Company_33,56.76,52.83,76.08,70.64,97.7,56.95,54.64,80.51,78.27,26.11,97.02,63.21,62.71,23004.85
Company_56,83.25,66.15,95.79,50.3,74.6,57.54,64.78,89.22,50.64,16.98,58.67,83.04,59.91,22655.7
Company_11,59.41,54.81,62.37,59.34,78.8,72.51,51.41,64.96,53.46,67.9,68.5,98.89,59.32,37407.13
Company_79,51.81,55.17,88.04,55.68,60.21,63.41,59.4,87.76,80.55,63.06,70.31,97.98,58.24,38796.6
Company_70,58.18,70.44,97.12,71.7,90.61,82.59,55.45,89.07,97.13,27.78,64.24,73.98,98.78,29667.09
Company_34,73.18,65.29,89.71,52.39,67.65,69.12,63.07,87.23,53.89,88.57,93.35,91.41,66.54,41013.19
Company_74,79.02,91.63,62.54,79.01,75.73,73.43,94.21,55.99,57.21,33.49,67.22,76.44,50.78,8606.89
Company_20,66.12,56.11,91.96,96.27,77.08,50.56,93.45,70.47,91.64,76.26,55.89,89.58,59.28,17344.59
Company_68,51.77,94.48,86.7,80.24,52.14,76.5,99.98,93.04,59.74,48.9,98.54,77.06,60.26,18095.57
Company_7,61.35,82.33,86.72,71.54,89.59,64.48,73.74,79.62,84.8,58.17,93.55,66.42,55.23,45161.6
Company_63,94.06,97.18,99.72,74.25,87.98,51.75,98.58,67.42,85.33,43.65,51.22,94.48,67.7,29353.34
Company_32,75.49,80.41,79.97,65.26,84.59,73.54,55.82,81.69,87.26,49.53,68.63,73.09,77.62,40125.59
Company_21,78.16,80.79,78.55,73.79,63.22,70.45,58.37,61.42,87.8,86.17,59.53,99.41,58.2,9822.76
Company_42,70.45,92.8,57.52,96.2,84.26,84.16,63.28,65.41,51.05,51.84,72.42,78.86,98.78,38474.68
Company_65,72.2,58.01,63.4,87.43,67.71,77.37,51.67,86.05,54.34,79.24,55.16,93.28,82.05,40722.32
Company_55,87.47,67.22,83.7,62.47,60.89,86.44,52.26,53.76,99.76,7.51,59.64,85.79,60.75,22630.39
Company_56,87.48,94.29,87.51,99.94,96.26,56.22,73.06,58.53,72.26,53.87,62.77,86.65,55.43,8001.56
Company_40,56.05,75.59,66.34,96.72,72.6,66.18,93.54,96.86,59.7,77.84,82.6,58.81,67.45,41416.01
Company_52,61.57,73.7,86.79,82.36,63.43,50.94,94.4,77.44,52.27,66.79,64.91,94.5,77.27,32217.31
Company_52,68.68,56.49,64.22,94.5,63.23,75.95,89.61,53.43,84.19,94.99,51.89,70.11,98.4,22244.89
Company_92,59.23,91.72,53.91,60.26,51.7,58.52,84.62,96.97,77.26,80.84,60.88,78.2,53.28,26816.06
Company_89,54.68,88.81,82.11,57.59,76,72.57,86.91,99.78,65.28,22.92,50.34,89.36,56.68,5183.83
Company_30,63.86,60.17,61.69,70.62,86.27,54.05,79.03,59.88,84.52,80.99,70.36,86.4,64.31,6485.3
Company_84,56.57,75.19,62.45,89.05,53.76,81.78,55.16,67.27,60.38,36.5,78.98,96.63,90.49,35233.97
Company_12,60,74.66,79.89,62.22,95.69,70.4,65.55,73.68,76.06,15.45,70.18,50.72,82.58,24847.43
Company_21,70.68,83.46,72.21,50.19,62.41,62.54,84.74,54.4,74.04,53.11,53.73,81.69,75.44,34855.19
Company_78,82.41,97.75,54.82,87.84,77.81,81.71,52.89,57.76,98,44.8,59.19,71.28,61.16,17117.83
Company_45,62.5,75.58,54.96,75.83,97.32,91.38,57.43,88.81,52.14,30.05,58.37,83.96,71.09,16518.39
Company_44,71.59,69.29,51.87,57.96,90.88,91.57,99.67,69.44,77.63,57.6,53.23,54.23,89.06,44580.05
Company_91,99.18,70.99,64.25,62.77,99.59,78.07,71.88,94.35,57.92,20.15,99.36,72.32,99.77,42589.32
Company_65,66.49,98.44,51.27,98.76,53.51,90.81,71.29,96.33,90.15,45.21,56.5,70.8,77.23,10105.15
Company_98,59.41,84.9,79.68,85.29,78.45,84.33,70.38,79.11,71.33,29.18,88.63,62.55,82.03,43924.25
Company_29,97.9,61.07,74.09,62.33,91.64,96.57,87.07,70.82,54.28,27.24,93.03,74.08,62.18,21345.22
Company_64,94.46,59.59,64.58,98.23,70.7,56.9,75.26,76.79,84.06,91.2,90.23,77.07,80.47,18747.39
Company_73,95.2,53.11,56.03,51.88,63.35,80.97,56.53,50.22,67.57,49.65,92.36,73.97,99.47,10315.34
Company_67,58.65,88.2,79.45,95.65,87.95,97.98,95.66,86.16,98.13,41.1,71.91,50.13,77.77,17310.46
Company_66,99.64,65.94,92.93,62.77,71.85,51.55,81.26,94.6,77.45,73.12,50.48,50.76,60.69,36585.56
Company_53,88.83,61.75,81.12,99.03,92.4,91.28,93.33,87.31,60.35,67.84,89.54,51.61,73.13,5981.99
Company_87,73.55,60.61,57.42,52.14,70.18,64.55,94.37,72.42,68.24,52.14,73.74,53.56,67.95,18989.96
Company_2,84.27,88.16,91.91,89.21,93.57,83.48,69.71,66.87,65.73,71.71,60.51,55.79,87.72,33649
Company_74,70.24,72.03,70.29,91.4,98.69,87.32,70.4,83.7,53.34,98.34,67.14,90.23,96.41,39161.76
Company_22,64.66,80.99,72.58,79.49,64.67,68.83,75.51,61.51,84.52,38.71,93.94,72.91,73.15,34987.34
Company_47,63.14,65.51,85.22,88.74,51.07,69.23,59.03,59.72,93.55,81.29,77.33,97.63,59.53,39480.18
Company_76,70.01,64.46,50.98,96.87,55.77,77.34,90.64,73.31,66.01,28.84,77.8,70.95,89.07,36570.8
Company_29,96.88,57.91,87.12,90.1,95.39,63.01,69.52,93.99,93.33,86.59,80.62,80.37,55.26,26795.7
Company_3,80.03,80.33,79.83,53.51,89.55,64.72,58.17,63.73,92.49,83.14,66.18,95.98,97.19,34704.47
Company_61,59.28,76.34,59.9,77.85,62.48,89.08,56.56,69.08,60.49,44.67,70.95,84.89,92.63,20652.69
Company_83,84.05,84.66,60.09,61.81,74.16,89.38,74.28,68.98,74.33,58,68.06,56.43,64.24,6348.8
Company_17,63.57,80.24,66.72,79.47,66.42,73.97,73.58,72.58,99.09,3.01,90.45,83.5,73.4,30472.38
Company_21,76.9,56.05,83.75,60.17,76.42,84.39,96.29,68.85,79.4,27.88,70.18,69.34,95.11,31604.4
Company_35,88.33,99.35,64.85,79.16,50.41,92.06,80.13,88.3,75.91,91.29,61.6,76.96,80.22,26524.41
Company_31,66.18,68.12,63.63,80.5,89.5,86.24,84.35,63.02,63.94,45.27,72.9,86.32,81.16,2870.37
Company_62,78.04,62.28,56.2,91.36,73.76,80.08,58.16,95.24,72.82,87.21,99.01,62.63,62.63,4123.44
Company_1,61.96,82.61,68.6,51.55,76.16,99.08,65.71,79.92,84.46,1.86,83.8,74.74,97.03,27760.78
Company_59,50.02,97.43,91.88,78.79,60.77,67.91,83.62,90.13,81.4,39.37,99.26,96.52,55.32,36259.38
Company_62,84.58,71.98,88.26,62.24,73.96,83.83,88.15,74.12,75.94,40.64,59.06,76.38,69.72,15919.57
Company_9,70.19,84.24,80.75,60.38,62.09,61.32,76.71,96.92,57.12,12.98,89.97,71.07,78.09,12389.19
Company_4,80.5,90.86,98.29,78.35,88.89,68.31,72.63,61.25,64.85,80.29,98.19,82.49,91.25,20717.6
Company_37,55.16,95.89,58.18,95.25,92.39,73.25,82.61,85.03,93.2,89.67,80.79,50.46,58.52,6337.92
Company_4,89.49,51.92,53.98,92.92,64.44,91.14,66.07,67.74,76.23,59.87,80.95,58.47,67.77,29871.84
Company_28,59.41,84.76,57.27,50.73,97.65,65.81,63.62,96.39,81.86,68.95,66.35,71.16,90.31,39496.08
Company_54,98.8,66.44,96.93,90.71,92.1,90.54,86.41,87.14,59.87,23.9,62.08,80.78,74.02,5566.59
Company_20,51,91.57,85.75,69.69,70.71,62.82,68.91,91.31,83.42,57.53,58.76,68.2,66.02,28019.13
Company_94,70.72,91.32,60.6,53.15,93.91,60.69,82.53,74.34,62.29,40.79,59.03,81.73,76.73,4201.13
Company_55,68.47,72.75,58.68,53.18,90.01,68.1,90.91,61.02,87.97,97.88,64.02,63.02,71.47,44767.35
Company_87,52.59,99.1,66.98,80.88,75.51,97.17,85.27,80.08,94.63,82.74,83.98,90.77,87.68,43761.78
Company_34,91.28,75.56,91.78,56.27,83.42,85.75,99.27,71.14,87.4,69.36,50.12,62.4,90.92,17799.73
Company_65,64.19,65.86,68.72,62.24,88.73,89.75,88.23,73.16,63.66,86.94,54.41,93.85,92.34,35868.66
Company_18,83.49,71.54,54.79,88.44,67.57,67.29,70.88,56.56,70.08,62.73,51.15,97.34,96.69,3537.75
Company_93,67.44,79.8,62.51,66.41,61.6,60.93,89.53,65.78,63.64,96.59,65.47,94.6,71.98,30001.61
Company_98,56.39,52.39,73.61,53.06,88.98,66.02,99.49,86.57,60.54,93.41,78.75,74.83,83.64,1804.74
Company_2,94.03,94,57.11,51.9,81.7,59.45,87.95,88.18,60.46,62.28,59.31,94.68,51.35,17771.22
Company_88,68.22,86.66,72.13,86.24,57.38,85.34,69.13,75.25,80.35,79.67,68.57,84.57,96.97,35740.86
Company_30,79.71,76.54,59.34,51.47,53.97,88.64,84.1,76.97,75.42,54.69,88.09,94.03,60.38,30515.76
Company_2,83.94,71.61,68.07,91.52,72.28,74.11,62.11,59.93,84.11,60.25,53.56,82.17,86.3,28727.43
Company_99,84.02,68.86,73.39,86.56,87.68,87.79,91.63,67.07,70.98,67.89,83.47,94.8,81.75,15328.11
Company_21,72.38,74.28,94.3,67.83,66.41,90.36,72.6,89.73,77.61,13.22,51.59,83.15,75.38,47025.39
Company_17,52.28,74,74.75,94.33,60.41,94.71,99.04,51.04,69.95,53.3,62.99,80.69,95.56,20619.06
Company_6,57.45,87.45,50.02,63.45,61.78,62.77,84.1,55.06,74.19,65.27,95.45,53.38,94.81,31826.91
Company_8,87.86,54.13,81.93,84.06,86.75,74.41,82.45,80.92,81.51,89.32,96.39,99.1,58.99,38108.42
Company_54,83.11,77.19,55.32,84.72,59.15,53.31,60.99,67.08,68.33,70.72,99.43,84.23,51.46,14454.75
Company_98,87.56,91.96,74.61,54,61.06,50.26,93.29,54.53,57.92,4.68,78.44,53.47,86.83,1560.38
Company_95,69.16,57.01,56.54,51.88,90.14,84.79,68.89,57.42,92.87,39.78,61.76,99.56,60.54,19499.95
Company_49,91.84,76.58,80.93,69.04,53.07,64.04,89.54,72.71,82.19,45.31,74.57,53.62,55.78,13354.55
Company_16,77.17,82.77,72.81,51.27,73.55,72.96,83.04,90.5,91.59,72.64,86,86.74,90.32,2928.39
Company_99,69.54,61.25,81.42,66.55,72.73,93.49,81.49,68.23,79.63,80.56,94.32,93.53,71.43,23782.58
Company_41,81.66,91.92,60.87,96.58,91.67,96.07,98.86,51.04,79.16,61.89,80.9,91.23,88.41,37767.49
Company_62,76.46,63.19,90.89,60.86,50.22,92.66,52.15,65.79,60.7,21.2,63.23,58.7,65.72,27456.77
Company_60,92.43,89.5,54.47,73.43,72.33,57.7,66.88,60.12,85.45,80.49,80.8,71.22,97.65,1105.09
Company_68,56.98,97.89,99.09,91.01,52.63,73.56,81.73,92.13,67.45,47.47,58.19,97.83,90.93,4952.75
Company_88,62.41,94.45,75.78,97.3,77.67,88.33,95.9,98.67,90.68,1.3,99.45,71.46,52.65,2430.13
Company_89,53.95,56.34,55,65.23,53,68.37,93.99,99.08,84.07,92.26,88.94,72.26,51.03,9147.04
Company_90,70.23,56.43,66.69,98.23,93.6,78.23,92.55,99.96,95.02,91.29,98.71,96.61,95,6179.44
Company_62,60.1,65.36,64.54,88.24,76.71,55.73,96.8,76.3,71.66,73.82,70.96,94.32,50.62,33019.22
Company_45,93.74,79.15,78.48,59.57,98.85,71.39,73.33,67.14,65.88,37.98,72.21,84.74,78.46,42155.57
Company_92,74.12,74.02,91.44,54.42,69.29,84.03,81.32,61.23,58.05,24.92,83.4,54.99,78.63,37916.37
Company_87,86.22,97.3,86.42,53.09,82.3,67.65,71.99,53.83,82.21,62.1,88.38,81.56,82.32,44210.41
Company_29,57.04,85.26,84.33,57.55,70.93,65.35,85.89,85.1,68.07,60.86,98.23,81.45,95.54,3839.77
Company_30,61.51,59.26,86.76,56.29,84.17,88.68,87.84,78.98,98.61,1.73,95.08,75.44,54.58,39110.97
Company_42,85.98,60.77,96.55,89.58,98.52,69.88,59.65,78.78,52.9,63.89,97.08,63.71,83.08,36730.11
Company_73,60.24,57.25,95.11,99.81,72.15,71.76,76.12,81.45,87.86,28.44,96.06,63.03,53.06,13234.25
Company_91,71.22,69.54,61.81,87.26,80.86,54.72,62.07,64.3,65.07,20.1,80.14,65.09,76.84,19994.38
Company_62,51.21,89.48,68.88,66.78,58.44,81.92,71.03,85.48,52.03,26.48,65.61,71.9,79.19,36242.42
Company_27,61.16,62.81,55.21,56.53,92.07,59.36,88.43,95.58,69.67,26.6,70.12,72.12,76.06,43216.01
Company_96,62.62,55.74,79.64,59.11,65.17,73.38,88.46,92.24,70.06,94.01,89.91,53.33,67.05,46081.38
Company_48,53.61,51.15,90.28,81.45,63.03,68.58,64.85,72.71,85.58,0.71,91.7,71.98,82.85,6111.29
Company_88,66.63,52.32,76.79,65.62,64.91,52.18,72.98,61.29,83.32,45.61,55.95,61.74,70.8,26800.75
Company_45,80.33,93.63,83.17,56.38,56.34,81.86,62.81,91.31,90.17,11.87,77.05,94,93.68,27492.26
Company_32,65.46,64.65,88.79,70.37,54.94,85.01,90.37,82.24,78.94,65.41,55.46,93.22,67.64,24872.94
Company_73,82.04,85.5,83.71,78.85,61.76,53.97,90.97,90.25,75.99,98.32,64.09,56.73,58.47,34345.16
Company_61,53.67,54.81,72.54,95.73,75.1,98.98,69.26,66.9,91.38,83.31,80.08,63.57,84.87,44445.5
Company_73,95.5,52.24,70.12,59.61,98.54,95.61,89.67,87.83,79.76,56.62,58,91.41,50.1,13367.99
Company_78,80.89,72.63,56.47,57.73,73.23,77.79,78.25,62.59,56.34,31.9,70.8,50.71,64.77,20064.01
Company_22,61.9,76.28,77.59,70.7,77.72,66.01,99.38,68.25,77.19,12.01,83.46,50.68,58.92,44049.92
Company_90,62.37,81.36,52.56,57.69,93.26,96.39,98.6,86.81,81.48,65.56,89.3,87.79,72.8,1022.64
Company_25,50.5,97.24,69.58,94.98,86.9,99.25,71.21,96.98,60.25,46.74,85.38,55.64,77.12,4455.51
Company_35,53.45,83.16,91.59,99.61,50.13,84.84,52.98,88.93,94.74,13.41,72.72,84.73,98.78,42709.8
Company_40,92.44,88.57,81.84,66.61,61.89,83.11,88.45,79.19,85.17,55.94,69.52,77.03,70.44,46676.11
Company_83,82.75,72.78,98.32,80.47,87.32,67.56,88.56,97.01,67.97,50.42,92.46,94.61,54.42,31172.52
Company_84,61.05,68.28,50.93,80.45,54.08,60.78,94.37,79.99,67.51,55.51,98,81.81,75.78,20600.11
Company_76,70.47,66.39,82.93,52.85,83.83,79.26,89.47,91.19,80.49,46.8,53.22,82.6,83.46,14321.82
Company_24,73.21,97.92,73.66,84.49,92.54,75.4,63.74,96.11,54.04,95.24,53.55,58.09,84.11,39256.7
Company_36,66.86,98.51,67.33,79.35,52.21,76.8,52.15,93.44,71.04,77.99,77.63,77,74.18,26288.17
Company_3,99,93.2,98.22,52.79,51.13,59.27,81.89,72.84,51.03,49.77,78.49,82.88,51.07,25169.23
Company_42,72.32,84.38,63.43,66.51,95.23,82.88,99.72,87.97,93.66,2.45,71.08,90.9,80.85,34595.02
Company_94,50.66,64.27,74.17,56.39,92.86,84.73,60.55,63.66,59.36,98.12,81.03,51.86,78.11,6093.14
Company_18,98.65,90.44,73.65,94.81,56.95,78.61,72.42,84.72,89.06,93.88,52.53,74.23,51.99,17902.73
Company_21,91.88,80.16,97.24,62.14,52.72,74.22,94.9,84.31,60.63,66.94,71.97,54.72,72.9,27100.25
Company_87,52.84,52.28,57.7,82.05,88.52,91.48,65.37,54.03,50.72,77.49,63.21,59.74,62.49,36089.72
Company_41,89.05,74.01,67.21,60.74,71.64,93.78,88.86,77.76,82.62,50.13,59.36,72.47,72.83,28619.89
Company_94,67.86,75.05,76.26,97.04,68,75.45,93.84,86.24,71.31,98.58,69.23,82.89,77.87,7800.34
Company_40,93.74,81.09,67.46,52.69,63.06,55.58,67.17,82.05,67.03,28.57,62.47,79.25,52.25,25997.36
Company_82,81.33,74.12,71.37,90.91,65.57,64.39,84.47,51.76,83.32,76.52,69.28,95.48,50.3,25927.46
Company_84,55.3,58.18,78.74,56.03,72.04,55.22,76.74,93.73,82.75,56.38,67.41,96.96,69.7,4217.91
Company_86,59.55,55.4,84.68,80.8,92.36,82.38,80.73,94.52,85.94,0.58,54.05,72.07,64.44,44340.64
Company_59,64.73,61.17,70.78,77.28,93.3,68.95,98.6,75.99,80.18,99.48,71.92,88.48,91.49,41078.25
Company_61,62.64,86.87,85.03,74,75.84,98.46,84.86,79.12,85.77,39.1,70.9,76.32,65.29,30618.39
Company_62,90.26,95.26,72.35,83.69,59.45,98.38,76.98,89.47,70.71,72.56,65.9,78.22,65.82,19771.87
Company_5,82.01,99.75,76.58,56.71,68.53,66.06,71,84.85,74.5,90.67,53.11,96.48,83.16,2357.2
Company_44,81.06,74.8,62.09,78.66,93.55,98.43,68.72,54.7,58.53,22.71,75.79,93.34,72.09,27349.86
Company_14,89.06,58.82,68.49,65.35,61.8,62.09,58.55,87.18,63.08,17.24,79.15,75.82,79.08,35051.26
Company_96,59.06,89.17,79.85,55.08,58.96,91.83,69.16,84.97,63.5,10.27,60.38,75.72,53.88,18028.91
Company_53,60.06,89.06,92.66,73.23,97.84,52.74,81.7,56.49,87.18,38.03,52.22,69.39,60.28,25294.95
Company_38,63.69,53.69,70.17,82.48,87.37,83.99,98.32,98.52,60.4,39.81,86.23,58.96,50.1,11173.76
Company_71,83.2,92.72,54.77,54.73,93.79,90.58,86.05,63.45,81.99,94.71,86.38,56.54,66.54,25270.67
Company_26,83.43,86.12,62.29,87.22,76.8,68.29,82.96,58.47,52.56,14.17,94.18,64.37,63.16,46226.44
Company_61,57.69,99.67,80.64,86.21,90.66,51.78,68.01,61.86,88.19,96.12,94.74,50.21,65.98,9254.41
Company_47,82.8,99.01,83.23,81.73,52.58,56.76,59.82,74.59,87.6,79.47,70.94,60.95,68.19,45724.29
Company_47,97.5,89.51,78.99,53.17,77.83,75.46,88.51,94.15,80.63,29.71,88.9,52.12,79.5,20690.41
Company_45,85.83,50.05,83.69,92.05,50.16,97.95,95.37,81.19,86.72,62.97,56.29,50.5,91.28,24928.22
Company_33,72.8,81.69,87.38,65.73,83.97,51.31,66.66,69.58,89.09,76.53,75.79,82.28,72.75,45542.14
Company_42,76.75,69.96,84.51,87.44,58.19,79.54,85.63,58.46,59.08,1.81,62.6,78.71,93.27,20448.33
Company_5,91.33,92.26,99.1,86.95,87.94,73.47,62.31,66.99,53.93,80.29,83.58,57.35,92.29,42776.25
Company_7,98.8,88.57,81.8,57.22,70.56,69.89,57.89,92.81,98.59,0.2,56.03,96.49,56.68,8545.33
Company_39,56.82,72.38,96.91,61.99,84.57,79.73,57.43,88.7,52.79,19.07,51.36,58.56,58.54,13801.14
Company_85,83.6,98.66,55.83,79.3,54.79,61.79,74.42,96.6,66.78,60.42,87.95,97.05,53.07,13973.1
Company_53,59.19,79.8,72.72,70.39,68.79,86.83,74.41,52.8,88.38,89.82,87.68,79,75.97,14753.21
Company_47,60.78,74.26,59.38,50.01,79.87,63.75,73.25,69.61,94.81,5.47,61.87,56.1,77.59,4386.62
Company_43,71.15,77.26,73.53,87.29,59.89,58.19,95.71,59.35,57.28,59.82,66.06,72.52,53.44,42136.2
Company_59,59.77,76.5,61.15,97.32,63.97,59.12,57.81,58.31,58,16.06,59.3,76.1,65.04,36587.82
Company_11,59.84,64.56,99.34,60.87,51.4,66.27,80.07,57.23,84.08,86.18,88.57,92.57,86.09,47001.72
Company_93,84.37,76.12,91.21,66.92,79.51,64.96,58.02,57.74,90.55,67.54,69.39,78.36,58.59,49934.89
Company_74,85.31,55.65,96.16,63.98,84.71,84.87,95.44,80.68,59.46,45.91,82.14,92.95,67.42,45347.72
Company_71,90.95,96.31,51.08,85.78,82.2,96.46,72.34,79.13,89.39,90.56,53.98,62.12,61.71,36642.97
Company_5,78.97,87.05,84.05,78.52,84.97,67.01,52.96,59.26,90.43,22.5,73.85,50.7,74.11,37484.49
Company_62,50.22,67.5,87.16,80.15,91.29,94.42,65.18,69.69,72.82,63.01,73.32,54.9,77.88,21647.17
Company_71,62.48,96.76,50.03,52.07,69.05,82.32,81.9,56.82,91.92,93.87,72.9,58.64,93.47,18969.91
Company_17,83.87,86.94,58.9,63.21,89.8,90.09,81.3,87.3,53.1,36.8,87.52,65.16,83.4,19080.15
Company_10,57.14,65.11,51.77,75.37,96.68,72.28,89.3,91.37,97.48,56.84,86.95,60.02,94.82,33325.97
Company_35,58.53,81.7,64.75,98.92,71.51,88.28,57.79,63.53,86.32,97.83,61.25,61.03,87.99,15164
Company_8,84.77,53.25,83.79,60.39,57.47,92.06,53.56,92.09,63.32,4.3,89.74,96.79,99.74,45378.5
Company_69,62.37,93,70.09,68.26,97.41,80.95,86.33,87.37,59.32,16.34,99.57,79.32,94.66,45607.18
Company_37,71.9,82.95,51.5,83.4,58.17,71.74,64.52,70.68,96.82,46.67,61.64,76.21,82.53,23713.57
Company_95,51.99,55.24,86.94,99.98,76.19,51.83,98.5,50.46,69.59,94.24,82.01,74.12,56.76,4390.09
Company_92,79.32,92,64.67,91.33,88.96,63.97,82.89,53.09,58.48,7.14,59.62,78.5,79.21,1967.62
Company_4,64.16,98.39,53.75,64.46,54.28,50.81,94.41,53.67,72.92,27.45,83.56,90.04,97.88,30446.52
Company_48,89.29,55.79,55.8,72.79,69.35,68.22,65.82,50.77,71.53,35.77,98.33,76.12,76.11,11634.32
Company_45,96.86,69.41,55.24,63.29,72.89,51.05,56.58,52.59,57.8,23.03,67.14,66.75,67.56,17274.43
Company_16,53.96,92.85,98.17,92.3,87.57,58.71,62.8,80.82,63.16,10.5,51.79,50.52,86.25,35758.29
Company_33,97.69,57.25,86.68,60.77,51.8,59.34,92.47,60,94.83,0.69,59.34,77.29,65.88,43790.02
Company_40,66.04,97.26,90.63,77.44,89.56,58.84,71.85,86.98,71.43,31.76,79.65,70.38,96.32,36505.81
Company_13,83.61,88.63,51.29,78.75,91.66,79.12,89.11,79.54,54.92,83.73,88.65,79.75,82.74,46215.03
Company_88,75.25,76.04,92.88,97.07,89.57,85.94,55.53,56.79,85.04,18.47,89.62,65.3,81.22,9072.3
Company_10,66.77,82.24,73.96,90.03,59.59,95.19,63.23,85.38,91.04,42.64,57.43,76.63,81.13,29966.69
Company_91,71.67,56.78,93.9,63.92,54.15,69.69,53.13,66.71,97.61,64.05,58.55,57.42,71.87,30165.66
Company_35,59.45,56.74,98.03,75.83,72.78,74.64,83.16,75.38,50.58,69.12,50.15,75.17,74.88,37060.45
Company_29,81.65,89.57,69.27,59.55,99.67,84.73,88.1,72.72,58.92,67.18,78.1,91.43,94.32,5078.98
Company_50,82.15,52.9,84.1,57.55,66.27,72.31,90.58,55.86,57.02,87.39,82.22,95.81,98.73,1791.42
Company_54,97.56,83.58,99.97,98.21,50.08,55.52,77.73,61.97,51.35,65.83,78.4,69.55,54.37,21740.23
Company_62,60.82,70.22,99.87,94.4,90.81,88.73,60.34,79.78,98.51,39.1,52.2,71.41,70.87,21187.46
Company_92,67.02,68.04,84.59,66.99,83.94,82.28,96.07,52.67,60.91,62.19,70.8,79.53,82.43,1970.21
Company_65,91.47,63.06,70.89,71.55,90,98.8,64.75,79.25,87.44,84.42,88.74,69.62,68.54,18222.75
Company_48,50.64,95.01,80.56,80.5,69.95,81.78,52.12,79.06,88.12,74.2,75.24,76.83,97.63,9822.87
Company_53,74.67,71.77,66.64,97.27,63.95,50.72,72.5,91.68,84.78,76.68,98.7,51.16,56.7,13912.84
Company_89,99.84,92.98,94.66,66.95,86.89,63.95,93.54,55.26,90.93,93.97,67.72,81.04,91.29,39720.35
Company_7,85.81,69.78,97.58,59.89,60.65,77.95,79.16,74.79,77.76,36.01,72.11,92.67,51.79,13141.7
Company_99,89.74,58.54,72.91,83.07,74.69,94.43,99.05,60.1,96.7,51.81,74.82,52.24,62.42,47182.46
Company_92,51.29,90.64,70.25,50.15,90.11,54.45,81.7,50.28,57.61,90.66,61.97,79.86,50.11,25136.39
Company_79,51.23,65.62,94.79,90.33,94.33,74.45,67.68,69.93,78.13,39.62,74.93,52.4,76.01,23737.87
Company_29,89.2,94.08,56.61,69.93,97.93,83.57,53.74,57.07,84.47,68.98,99.26,55.23,94.6,15157.55
Company_44,63.43,66.55,57.11,86.21,92.47,92.86,50.97,76.16,65.11,35.57,89.76,54.55,51.88,32760.88
Company_68,79.39,67.61,93.84,62.51,78.81,75.36,98.9,60.86,59.6,97.92,79.25,98.17,70.04,19769.93
Company_69,52.13,72.06,61.59,54.21,65.18,64.7,81.95,61.19,85.81,67.59,61.23,88.56,72.04,12430.64
Company_83,51.85,60.89,62.75,66.97,73.39,53.1,88.9,65.3,69.62,52.86,60.8,85.52,66.46,48488.82
Company_3,50.65,53.47,98.83,76.86,57.85,79.68,89.81,60.13,69.97,7.84,97.53,97.99,82.11,14990.03
Company_15,87.77,94.28,72.29,76.15,52.21,70.16,80.43,50.99,97.27,31.73,71.36,83.88,50.23,21898.44
Company_91,65.52,65.03,64.73,56.54,77.84,92.38,78.83,66.48,85.12,62.8,95.83,66.84,68.03,37017.33
Company_89,61.63,99.95,64.71,95.26,68.85,69.97,87.33,97.42,69.5,52.32,87.77,76.55,76.35,29138.8
Company_6,56.87,50.83,94.6,59.17,94.61,89.68,77.79,93.29,67.23,2.22,96.78,89.9,99.41,35845.76
Company_14,80.9,98.07,96.5,75.82,53.79,85.27,97.19,53.11,85.54,22.59,81.86,63.86,84.8,40000.51
Company_41,53.52,65.22,74.57,87.19,87.68,57.45,67.35,75.4,59.97,52.09,74.81,95.31,99.59,30702.77
Company_40,57.24,90.13,72.16,61.12,52.29,72.89,92.21,60,67.78,65.04,83.67,71.39,95.74,18152.85
Company_58,93.36,82.62,69.62,98.59,89.77,51.73,65.93,92.51,81.61,71.3,90.92,72.62,66.04,17368.39
Company_28,99.87,71.84,85.44,64.04,88.22,59.04,99.75,54.66,71.73,61.58,61.19,82.06,62.66,4330.15
Company_66,94.05,68.08,74.77,63.22,65.09,84.53,62.1,67.1,72.18,44.96,58.1,60.15,98.04,39938.84
Company_98,69.34,86.42,57.75,74.63,54.3,95.62,62.75,68.89,51.28,6.14,86.28,70.62,51.47,13761.18
Company_66,89.5,73.93,66.42,82.74,56.32,83.84,71.33,76.01,81.29,47.39,98.21,50.01,96.36,45341.33
