Company,Financial_Instrument,Stock_Exchange,Investment_Amount,Currency,Investment_Date
Company_64,Options,LSE,9160188.24,EUR,2010-03-21
Company_12,Commodities,SSE,5408815.56,GBP,2011-11-07
Company_34,Options,BSE,1799034.25,CAD,2021-08-26
Company_94,Futures,NSE,2415258.69,CNY,2023-04-28
Company_70,Fixed Income,NASDAQ,8495953.11,GBP,2018-11-11
Company_53,Swaps,ASX,2366192.07,INR,2021-01-16
Company_90,Futures,JPX,7219910.99,CNY,2016-11-04
Company_59,Commodities,NYSE,4086327.47,INR,2013-07-17
Company_100,Mortgages,NYSE,3714354.45,USD,2016-09-05
Company_11,Mortgages,LSE,2316691.31,CAD,2015-11-06
Company_12,Bonds,ASX,246838.31,CAD,2018-08-04
Company_88,Equities,BSE,5737374.8,EUR,2018-11-25
Company_23,Commitments,SSE,1473566.48,CNY,2017-10-02
Company_72,Futures,JPX,7748451.82,AUD,2013-07-20
Company_78,Options,TSX,7855158.38,USD,2012-03-02
Company_43,Swaps,SSE,6948753.36,JPY,2020-09-14
Company_93,Futures,TSX,5122876.21,AUD,2020-03-10
Company_78,Derivatives,SSE,5170835.78,EUR,2020-02-10
Company_45,Commodities,JPX,5124595.53,USD,2021-11-15
Company_12,Derivatives,LSE,2429281.14,CNY,2017-07-16
Company_26,Options,LSE,359557.13,INR,2014-07-25
Company_10,Futures,NASDAQ,7222146.38,INR,2017-10-18
Company_64,Bonds,JPX,1584179.09,CNY,2018-08-23
Company_20,Mortgages,ASX,5209556.93,JPY,2017-12-02
Company_83,Options,ASX,6847471.06,USD,2016-11-06
Company_88,Fixed Income,ASX,613533.0,AUD,2010-11-28
Company_47,Bonds,BSE,7304117.14,CAD,2020-08-19
Company_5,Swaps,NASDAQ,1762404.64,GBP,2022-12-11
Company_48,Equities,TSX,1907304.8,CNY,2017-10-13
Company_26,Mortgages,ASX,8282037.37,AUD,2012-11-08
Company_82,Mortgages,JPX,7419669.18,AUD,2022-07-27
Company_29,Fixed Income,JPX,9608699.52,EUR,2015-07-06
Company_34,Commitments,ASX,1947357.74,CAD,2021-08-06
Company_44,Bonds,LSE,9689417.14,GBP,2016-10-08
Company_89,Fixed Income,ASX,5344435.1,CAD,2011-04-28
Company_65,Commitments,JPX,7135091.35,CAD,2015-01-21
Company_63,Options,TSX,9566963.88,CAD,2010-10-11
Company_97,Commodities,TSX,8266133.7,JPY,2010-04-10
Company_81,Futures,NASDAQ,8789725.66,EUR,2023-02-16
Company_77,Commodities,LSE,564209.37,CAD,2019-04-09
Company_5,Commitments,ASX,2180840.07,AUD,2011-06-10
Company_59,Commitments,ASX,8293233.48,JPY,2011-04-24
Company_23,Derivatives,SSE,8872378.97,CNY,2017-12-28
Company_68,Commitments,HKEX,8008156.98,INR,2023-06-02
Company_3,Futures,TSX,9532032.96,GBP,2021-11-26
Company_14,Equities,NASDAQ,448402.68,CAD,2012-08-13
Company_79,Options,NASDAQ,6991180.82,INR,2018-01-20
Company_94,Mortgages,NSE,166592.62,CAD,2012-04-28
Company_66,Options,JPX,8578888.61,CAD,2016-03-05
Company_43,Options,BSE,4219222.74,CAD,2023-10-17
Company_54,Commodities,JPX,4477794.75,AUD,2023-03-05
Company_64,Derivatives,JPX,3439124.79,AUD,2018-11-11
Company_94,Futures,BSE,9648900.49,CAD,2022-12-27
Company_79,Equities,LSE,5070108.52,AUD,2019-02-03
Company_89,Bonds,ASX,351417.87,USD,2010-01-05
Company_40,Derivatives,HKEX,5904680.14,JPY,2011-04-05
Company_83,Commitments,ASX,8698002.45,EUR,2013-01-11
Company_44,Commodities,NYSE,5265690.38,CNY,2018-12-06
Company_88,Commitments,TSX,3102298.05,CNY,2016-10-20
Company_92,Commodities,LSE,5045886.21,JPY,2016-08-21
Company_57,Equities,BSE,1582076.39,USD,2012-06-28
Company_66,Mortgages,ASX,2950341.32,EUR,2018-04-26
Company_23,Options,NASDAQ,7396757.14,JPY,2023-02-05
Company_26,Futures,LSE,8798773.83,USD,2020-05-20
Company_12,Swaps,BSE,7409134.85,EUR,2018-04-14
Company_34,Commodities,LSE,2119174.64,INR,2015-01-18
Company_22,Commodities,BSE,5234944.87,EUR,2020-08-06
Company_24,Derivatives,NSE,4696188.16,AUD,2021-06-18
Company_81,Equities,NSE,1443099.75,GBP,2023-10-02
Company_42,Mortgages,SSE,993317.19,INR,2016-11-18
Company_31,Commitments,BSE,625654.98,GBP,2021-08-04
Company_83,Commodities,LSE,726887.17,JPY,2013-08-26
Company_92,Fixed Income,SSE,6588421.25,GBP,2023-01-11
Company_24,Mortgages,LSE,5808815.9,JPY,2021-07-06
Company_13,Bonds,ASX,6606746.32,EUR,2020-05-08
Company_71,Options,LSE,2440901.77,GBP,2015-11-12
Company_90,Fixed Income,SSE,8571419.9,JPY,2015-09-10
Company_35,Bonds,NASDAQ,4942121.94,INR,2021-12-16
Company_29,Mortgages,BSE,2969443.66,USD,2019-06-09
Company_33,Futures,NSE,6151007.12,EUR,2012-08-20
Company_75,Commodities,NYSE,1949267.78,GBP,2017-02-06
Company_8,Derivatives,HKEX,6700533.18,INR,2022-09-16
Company_93,Commitments,HKEX,4954242.23,CAD,2012-10-18
Company_67,Fixed Income,LSE,1577471.82,EUR,2012-06-13
Company_94,Swaps,JPX,1965560.54,USD,2010-05-25
Company_71,Commodities,SSE,8127245.07,INR,2018-09-17
Company_73,Commodities,ASX,6867613.25,CAD,2020-09-12
Company_24,Fixed Income,JPX,4004023.1,USD,2022-01-07
Company_3,Equities,TSX,2439244.67,CNY,2020-02-27
Company_74,Futures,ASX,1183860.31,EUR,2015-03-07
Company_94,Futures,NASDAQ,326121.74,GBP,2020-10-06
Company_100,Futures,ASX,6673682.81,EUR,2014-04-16
Company_36,Options,HKEX,661217.55,JPY,2010-10-14
Company_61,Commitments,HKEX,6899057.93,INR,2011-10-04
Company_19,Bonds,NYSE,6369577.8,GBP,2011-04-06
Company_16,Commodities,BSE,4718872.86,GBP,2010-02-20
Company_99,Commitments,NASDAQ,1215824.89,CNY,2011-03-06
Company_6,Commitments,SSE,7244539.81,INR,2012-12-11
Company_85,Options,NSE,9330783.87,JPY,2019-12-24
Company_28,Swaps,TSX,5761650.05,CNY,2016-06-07
Company_69,Swaps,LSE,4607898.19,AUD,2022-09-04
Company_20,Equities,LSE,1094540.88,AUD,2010-09-22
Company_51,Options,LSE,9227097.0,USD,2019-11-11
Company_18,Mortgages,SSE,2938458.33,GBP,2010-10-07
Company_90,Derivatives,ASX,7243584.63,EUR,2022-12-24
Company_84,Swaps,HKEX,7185165.99,CAD,2012-12-19
Company_64,Swaps,NASDAQ,2365746.07,INR,2011-03-09
Company_25,Bonds,ASX,5541980.23,CAD,2016-05-25
Company_17,Fixed Income,NYSE,2667636.93,EUR,2021-03-01
Company_19,Commodities,NYSE,4282351.92,CAD,2019-03-16
Company_30,Options,NSE,2851514.67,GBP,2019-10-02
Company_57,Commitments,BSE,4319368.88,USD,2016-04-05
Company_17,Equities,JPX,6535933.28,EUR,2015-06-09
Company_21,Swaps,HKEX,7041889.95,AUD,2010-04-02
Company_16,Swaps,SSE,3695549.08,CNY,2017-10-25
Company_82,Commodities,ASX,4289572.41,AUD,2019-02-12
Company_57,Futures,ASX,3782501.01,CNY,2023-03-08
Company_33,Commodities,NASDAQ,1454905.71,AUD,2017-07-01
Company_15,Swaps,JPX,688044.93,EUR,2022-09-04
Company_5,Fixed Income,NYSE,8080357.79,CNY,2018-04-04
Company_58,Bonds,TSX,7658098.02,EUR,2017-03-14
Company_67,Swaps,JPX,229977.25,EUR,2022-12-22
Company_47,Commodities,NASDAQ,1566508.21,USD,2023-12-04
Company_44,Swaps,NSE,935906.38,USD,2016-08-04
Company_32,Swaps,NSE,7154950.38,CAD,2011-01-27
Company_37,Derivatives,JPX,9543486.42,INR,2014-04-26
Company_52,Mortgages,NASDAQ,7070240.96,USD,2010-10-14
Company_24,Derivatives,JPX,8608104.93,CAD,2017-07-23
Company_55,Futures,TSX,5012124.01,JPY,2011-09-01
Company_43,Fixed Income,HKEX,6108930.64,GBP,2023-08-09
Company_56,Bonds,BSE,8249611.44,EUR,2015-10-03
Company_68,Fixed Income,LSE,7024824.82,INR,2010-01-02
Company_35,Bonds,BSE,4313079.09,AUD,2015-11-19
Company_4,Commitments,NASDAQ,600717.79,INR,2020-08-04
Company_33,Swaps,NYSE,7515324.41,AUD,2019-04-18
Company_99,Options,NASDAQ,8223419.7,AUD,2019-01-11
Company_32,Commitments,ASX,7866131.15,USD,2014-10-20
Company_65,Swaps,SSE,3046525.73,INR,2016-10-17
Company_64,Fixed Income,NASDAQ,2066771.44,INR,2020-02-27
Company_54,Bonds,SSE,5609765.95,AUD,2011-07-13
Company_13,Mortgages,HKEX,4901058.7,USD,2017-08-19
Company_35,Fixed Income,HKEX,8326072.94,CAD,2016-03-07
Company_95,Options,SSE,5991701.28,EUR,2019-08-26
Company_2,Commitments,TSX,1734913.02,CNY,2023-11-05
Company_4,Fixed Income,NSE,604709.87,INR,2023-09-28
Company_22,Commitments,NASDAQ,4166344.99,GBP,2020-11-22
Company_4,Equities,NASDAQ,8511231.72,EUR,2013-06-22
Company_90,Futures,SSE,5178256.86,INR,2012-02-03
Company_57,Swaps,JPX,5086130.27,AUD,2020-09-01
Company_10,Options,BSE,8952219.52,AUD,2018-03-06
Company_98,Commitments,NSE,9473350.98,CAD,2018-09-24
Company_30,Futures,NSE,9727939.64,CAD,2017-01-18
Company_23,Swaps,NYSE,2669056.72,USD,2016-08-11
Company_61,Commitments,LSE,8436975.76,CNY,2019-02-10
Company_77,Bonds,NASDAQ,7669634.55,EUR,2012-09-16
Company_87,Futures,TSX,7935486.54,CNY,2018-09-05
Company_60,Bonds,SSE,9438374.6,INR,2020-11-02
Company_35,Swaps,SSE,3610948.33,EUR,2014-02-26
Company_75,Bonds,NASDAQ,3610639.44,USD,2017-09-21
Company_32,Mortgages,NSE,2912762.91,JPY,2015-12-13
Company_46,Commitments,NSE,5852234.12,CNY,2012-05-21
Company_6,Futures,BSE,7049909.21,AUD,2023-10-13
Company_50,Options,HKEX,7231513.82,CNY,2010-05-15
Company_66,Equities,LSE,741123.29,USD,2012-09-11
Company_14,Bonds,LSE,1682091.7,CAD,2019-04-27
Company_81,Bonds,TSX,5471934.61,GBP,2010-09-19
Company_100,Fixed Income,TSX,5392758.55,JPY,2019-01-14
Company_18,Equities,BSE,4847283.64,INR,2019-10-03
Company_55,Swaps,SSE,8346904.14,EUR,2014-02-07
Company_15,Futures,HKEX,3641696.42,GBP,2023-04-23
Company_53,Commitments,HKEX,2212103.57,CNY,2010-06-06
Company_32,Swaps,TSX,3280053.8,EUR,2016-06-25
Company_90,Swaps,LSE,3667130.25,AUD,2022-05-16
Company_19,Equities,NASDAQ,6201168.22,CNY,2015-11-02
Company_25,Equities,TSX,379724.12,CNY,2016-02-16
Company_97,Commodities,NASDAQ,7746758.7,GBP,2021-05-20
Company_69,Futures,JPX,6341820.52,USD,2023-07-15
Company_71,Mortgages,NASDAQ,2787836.05,INR,2014-07-17
Company_14,Fixed Income,ASX,6263220.41,CNY,2020-07-09
Company_70,Bonds,SSE,6665362.71,JPY,2021-10-13
Company_90,Futures,JPX,4459431.64,CNY,2019-05-23
Company_12,Derivatives,ASX,5924686.69,CAD,2022-11-02
Company_15,Commitments,SSE,1434200.1,GBP,2010-11-25
Company_62,Derivatives,HKEX,7000209.83,CNY,2021-01-12
Company_15,Commitments,NSE,878202.62,USD,2013-10-18
Company_97,Options,BSE,2150701.21,CAD,2013-07-23
Company_83,Mortgages,NASDAQ,5195211.06,AUD,2015-06-20
Company_8,Bonds,NSE,176015.47,USD,2019-11-21
Company_74,Equities,LSE,3057262.41,AUD,2012-01-10
Company_49,Bonds,TSX,7876619.62,CNY,2016-08-14
Company_7,Derivatives,BSE,2695094.9,USD,2023-05-11
Company_55,Derivatives,NSE,7587036.36,CAD,2018-01-19
Company_58,Equities,ASX,9651102.61,JPY,2022-09-26
Company_78,Swaps,BSE,1395472.72,CAD,2014-07-13
Company_17,Mortgages,BSE,3431422.6,AUD,2010-02-13
Company_81,Derivatives,SSE,6121577.44,JPY,2010-01-23
Company_87,Bonds,LSE,8570197.34,EUR,2012-03-10
Company_24,Commodities,BSE,9646906.33,INR,2021-11-16
Company_40,Bonds,LSE,7661708.19,EUR,2016-01-04
Company_11,Mortgages,TSX,7120495.61,EUR,2011-06-28
Company_65,Equities,JPX,7989131.28,CNY,2010-01-25
Company_69,Swaps,NASDAQ,4798394.76,CNY,2017-12-16
Company_72,Mortgages,HKEX,8758726.18,GBP,2019-10-12
Company_57,Swaps,TSX,4516542.14,CNY,2022-05-28
Company_22,Bonds,NASDAQ,1558019.98,EUR,2012-01-07
Company_68,Equities,HKEX,7380616.05,INR,2015-04-14
Company_45,Futures,BSE,8677343.94,USD,2017-09-12
Company_82,Mortgages,ASX,9835670.59,GBP,2014-03-04
Company_86,Options,HKEX,5084280.63,AUD,2015-05-02
Company_5,Bonds,TSX,3124480.52,CAD,2014-11-15
Company_44,Mortgages,HKEX,8470548.46,EUR,2011-03-07
Company_20,Commodities,TSX,7720534.18,INR,2020-10-24
Company_11,Commodities,NSE,9021586.82,CNY,2022-04-08
Company_86,Equities,LSE,4943923.57,USD,2013-09-18
Company_49,Mortgages,NASDAQ,8987618.58,CAD,2021-01-21
Company_70,Swaps,NASDAQ,6106731.2,CNY,2013-01-09
Company_43,Fixed Income,NYSE,3927468.71,JPY,2015-12-18
Company_65,Mortgages,TSX,6278876.7,JPY,2015-04-10
Company_2,Swaps,NASDAQ,5195551.94,CNY,2017-08-17
Company_37,Options,NASDAQ,8441345.66,CAD,2012-05-09
Company_33,Derivatives,TSX,2692686.93,USD,2023-09-07
Company_69,Derivatives,NASDAQ,4803603.22,JPY,2017-12-26
Company_71,Commitments,NYSE,6453691.13,CAD,2013-11-20
Company_16,Mortgages,JPX,4619283.92,AUD,2023-09-24
Company_50,Futures,SSE,5834869.27,GBP,2022-12-20
Company_8,Equities,ASX,4864284.49,GBP,2023-08-04
Company_36,Commodities,LSE,2612551.85,JPY,2010-02-28
Company_94,Futures,JPX,7502220.02,CNY,2021-05-06
Company_35,Mortgages,HKEX,8333251.36,JPY,2019-08-06
Company_67,Fixed Income,HKEX,5723330.43,EUR,2012-02-21
Company_85,Options,NSE,397827.27,GBP,2019-04-06
Company_67,Options,NYSE,7145737.77,JPY,2012-03-04
Company_6,Commitments,NYSE,1932631.31,GBP,2010-01-03
Company_89,Options,BSE,4666960.39,CNY,2011-01-01
Company_66,Futures,JPX,9203548.69,INR,2021-07-04
Company_2,Options,NASDAQ,8196515.66,JPY,2015-07-26
Company_12,Equities,NYSE,9180964.84,JPY,2018-05-11
Company_84,Fixed Income,NASDAQ,5937363.08,USD,2022-08-09
Company_54,Options,LSE,2030375.37,AUD,2016-10-11
Company_87,Commitments,NYSE,136134.15,USD,2017-07-06
Company_1,Derivatives,TSX,9440238.26,CNY,2017-02-11
Company_3,Swaps,BSE,4385223.29,CNY,2016-05-03
Company_10,Swaps,BSE,9169784.75,AUD,2023-02-23
Company_12,Fixed Income,TSX,115697.9,INR,2018-06-04
Company_52,Futures,SSE,2761759.17,INR,2010-09-20
Company_2,Derivatives,JPX,7626066.99,CNY,2016-09-07
Company_38,Options,LSE,3841414.4,CNY,2012-07-20
Company_59,Swaps,JPX,2417390.43,CNY,2018-09-17
Company_82,Futures,NASDAQ,4777536.39,INR,2022-10-03
Company_47,Swaps,ASX,8048222.43,CNY,2012-06-15
Company_10,Futures,NSE,8978242.62,USD,2021-10-08
Company_17,Swaps,NASDAQ,1413740.39,CAD,2017-11-17
Company_74,Options,LSE,3863390.2,AUD,2011-09-28
Company_1,Futures,ASX,9351790.85,EUR,2022-08-12
Company_43,Options,ASX,9718002.7,EUR,2017-08-15
Company_38,Commitments,LSE,4933949.73,CNY,2019-03-26
Company_10,Commitments,JPX,6762445.29,GBP,2014-02-20
Company_92,Futures,BSE,9405657.29,CNY,2014-03-06
Company_19,Futures,NSE,3409247.52,EUR,2017-01-26
Company_91,Equities,ASX,2737370.34,GBP,2011-09-12
Company_88,Equities,ASX,4912455.0,USD,2015-07-25
Company_65,Mortgages,NYSE,8464726.21,GBP,2012-06-16
Company_1,Futures,NYSE,9387159.69,USD,2011-11-13
Company_29,Derivatives,BSE,2823578.95,USD,2017-03-07
Company_18,Equities,NSE,9919606.77,GBP,2018-10-11
Company_93,Equities,NYSE,678266.57,INR,2018-11-27
Company_67,Mortgages,LSE,6919588.32,INR,2013-02-05
Company_54,Commitments,BSE,9421815.38,CAD,2010-08-03
Company_8,Derivatives,JPX,6450656.17,USD,2011-02-19
Company_48,Swaps,SSE,1862202.53,INR,2022-02-27
Company_85,Commitments,ASX,1940704.81,EUR,2021-01-24
Company_47,Fixed Income,NSE,627077.11,GBP,2013-01-02
Company_60,Commitments,BSE,5977119.52,USD,2010-08-09
Company_90,Commitments,JPX,5782624.7,AUD,2018-12-11
Company_90,Equities,HKEX,8126208.86,GBP,2022-10-17
Company_60,Bonds,SSE,5597795.89,JPY,2023-07-12
Company_17,Futures,TSX,2862382.57,INR,2022-02-14
Company_94,Commitments,SSE,7951012.19,GBP,2017-04-26
Company_40,Options,NASDAQ,2210852.18,EUR,2010-05-11
Company_6,Mortgages,ASX,7769363.65,CNY,2013-11-06
Company_9,Commodities,TSX,2212023.95,CAD,2017-05-17
Company_98,Fixed Income,ASX,8726435.41,GBP,2016-09-02
Company_52,Equities,JPX,4410675.03,CNY,2017-04-19
Company_71,Fixed Income,TSX,8920857.93,JPY,2018-05-06
Company_41,Fixed Income,BSE,9219259.67,AUD,2016-03-18
Company_7,Derivatives,ASX,625422.4,INR,2014-12-02
Company_51,Derivatives,NSE,6236758.83,CAD,2011-06-13
Company_21,Fixed Income,SSE,1909445.39,USD,2019-01-18
Company_43,Derivatives,NASDAQ,520801.19,AUD,2021-01-22
Company_77,Commitments,HKEX,1087325.74,EUR,2011-08-25
Company_65,Bonds,NASDAQ,6050167.49,USD,2012-06-26
Company_38,Commodities,BSE,634435.76,GBP,2012-11-01
Company_52,Futures,ASX,9201834.82,CAD,2023-05-23
Company_11,Mortgages,NYSE,8940391.24,GBP,2012-08-11
Company_73,Derivatives,NYSE,204699.19,CNY,2022-12-02
Company_11,Derivatives,NASDAQ,3438879.92,GBP,2015-11-22
Company_88,Futures,TSX,4457530.04,CAD,2010-08-10
Company_6,Commodities,NASDAQ,7673351.19,JPY,2023-03-15
Company_77,Options,NYSE,9314428.25,CAD,2020-01-08
Company_86,Commitments,NYSE,196255.19,CNY,2014-11-20
Company_28,Equities,NYSE,2112308.03,EUR,2010-05-12
Company_17,Swaps,HKEX,4341241.61,AUD,2011-02-18
Company_39,Futures,NASDAQ,9558576.39,CAD,2019-10-06
Company_70,Derivatives,ASX,7623655.42,JPY,2015-11-19
Company_44,Mortgages,NYSE,3677325.27,EUR,2010-01-14
Company_63,Futures,SSE,229177.39,USD,2016-10-14
Company_71,Swaps,NASDAQ,5512679.66,INR,2017-05-02
Company_100,Fixed Income,NSE,5059443.02,GBP,2021-04-22
Company_25,Futures,TSX,3136891.94,CAD,2023-04-01
Company_1,Bonds,NSE,4638915.08,GBP,2015-06-01
Company_28,Mortgages,ASX,8301578.45,EUR,2017-04-13
Company_41,Equities,LSE,8998555.08,GBP,2014-02-15
Company_69,Equities,LSE,5862918.24,GBP,2020-10-23
Company_100,Mortgages,HKEX,7913840.57,AUD,2015-02-03
Company_2,Swaps,SSE,494354.81,CNY,2023-11-02
Company_46,Fixed Income,NYSE,6408346.57,CNY,2018-05-08
Company_2,Mortgages,NASDAQ,975023.85,CNY,2017-04-26
Company_18,Futures,NYSE,2887739.88,CAD,2017-06-25
Company_73,Options,JPX,4566361.35,GBP,2011-03-19
Company_95,Futures,BSE,3185680.22,CNY,2010-04-27
Company_31,Bonds,LSE,7993661.11,GBP,2017-06-12
Company_67,Mortgages,NASDAQ,2632761.63,INR,2010-12-20
Company_17,Swaps,NSE,1233890.94,CAD,2023-03-08
Company_92,Options,NYSE,1891232.2,CNY,2021-03-04
Company_83,Futures,LSE,768499.14,EUR,2018-10-16
Company_93,Swaps,ASX,5698879.58,CNY,2011-02-17
Company_56,Fixed Income,JPX,3777140.97,EUR,2021-10-11
Company_73,Commodities,NSE,1758046.0,EUR,2016-09-17
Company_6,Swaps,ASX,9179961.73,INR,2018-12-20
Company_28,Commitments,JPX,9792985.55,GBP,2018-10-16
Company_23,Options,TSX,3383818.54,AUD,2023-01-22
Company_13,Options,LSE,1764401.45,INR,2012-01-02
Company_23,Options,HKEX,6188914.87,GBP,2020-04-05
Company_85,Mortgages,NYSE,2594424.01,AUD,2014-08-09
Company_84,Fixed Income,LSE,9253092.16,EUR,2011-07-12
Company_74,Futures,HKEX,7040897.74,GBP,2021-11-24
Company_2,Mortgages,NYSE,6377034.28,USD,2014-12-23
Company_20,Fixed Income,LSE,1392786.61,INR,2017-06-28
Company_17,Commitments,HKEX,3792014.04,JPY,2010-03-17
Company_12,Bonds,ASX,8874725.21,CNY,2014-07-07
Company_1,Swaps,ASX,7180948.51,JPY,2023-08-15
Company_59,Derivatives,BSE,9040624.31,EUR,2019-09-08
Company_17,Commitments,NYSE,6552436.67,EUR,2016-11-27
Company_88,Commitments,NSE,3055525.93,USD,2023-03-19
Company_96,Options,HKEX,1281383.19,USD,2014-04-27
Company_95,Options,TSX,762120.26,CNY,2016-03-05
Company_73,Commitments,HKEX,9394971.2,CNY,2017-01-17
Company_8,Derivatives,BSE,5616082.46,CAD,2023-07-27
Company_51,Commodities,NYSE,3893330.66,CNY,2012-02-19
Company_66,Bonds,ASX,3680537.97,AUD,2019-05-25
Company_98,Equities,TSX,6594668.15,INR,2016-07-07
Company_88,Equities,SSE,7725081.35,JPY,2019-07-12
Company_2,Equities,SSE,3831595.27,INR,2013-03-28
Company_22,Bonds,LSE,4395014.8,EUR,2011-05-05
Company_33,Fixed Income,BSE,6688099.5,CAD,2020-09-23
Company_42,Equities,LSE,1103977.43,USD,2018-12-16
Company_77,Futures,NASDAQ,7425062.42,CNY,2012-11-08
Company_93,Equities,NASDAQ,6614348.52,CNY,2014-04-07
Company_72,Derivatives,HKEX,8884879.42,AUD,2017-03-12
Company_86,Swaps,ASX,5363124.65,JPY,2013-05-07
Company_5,Fixed Income,NASDAQ,878987.24,CAD,2023-11-17
Company_64,Bonds,NYSE,3801234.3,AUD,2015-08-25
Company_94,Bonds,SSE,6783881.16,INR,2015-08-13
Company_76,Equities,ASX,9475195.47,CAD,2013-07-12
Company_73,Commodities,TSX,3990971.9,CNY,2022-02-14
Company_27,Equities,LSE,882878.67,CAD,2014-06-01
Company_69,Swaps,SSE,3387200.17,AUD,2018-02-27
Company_44,Mortgages,BSE,5999851.02,CAD,2022-06-19
Company_49,Bonds,TSX,8457971.04,GBP,2011-04-01
Company_59,Equities,LSE,2472013.5,EUR,2014-03-13
Company_16,Equities,NYSE,9977192.86,AUD,2020-09-19
Company_26,Fixed Income,LSE,9415490.51,EUR,2014-06-10
Company_28,Swaps,NSE,5709055.34,JPY,2020-08-08
Company_14,Swaps,NYSE,5388163.28,EUR,2017-09-27
Company_46,Mortgages,LSE,9326019.8,EUR,2015-12-18
Company_58,Commitments,JPX,2880428.09,GBP,2013-06-27
Company_85,Equities,LSE,4386161.15,INR,2014-05-28
Company_88,Commodities,NYSE,1213043.31,JPY,2020-03-28
Company_83,Swaps,JPX,4168129.17,CAD,2021-03-08
Company_57,Commodities,NSE,1407363.13,CNY,2016-11-11
Company_53,Fixed Income,HKEX,4733502.74,EUR,2014-01-21
Company_6,Derivatives,LSE,8155346.84,EUR,2010-06-11
Company_84,Options,NYSE,460028.79,GBP,2017-11-06
Company_94,Mortgages,NASDAQ,3160968.82,CAD,2017-11-28
Company_25,Commitments,BSE,362050.59,AUD,2013-10-23
Company_16,Fixed Income,BSE,5337957.3,EUR,2017-03-02
Company_26,Commitments,HKEX,3843026.23,CAD,2015-12-05
Company_67,Bonds,LSE,9074193.43,USD,2019-11-06
Company_74,Commodities,HKEX,3505297.04,CAD,2019-06-27
Company_85,Fixed Income,HKEX,1568750.14,GBP,2020-12-25
Company_57,Fixed Income,SSE,1982030.7,GBP,2010-05-12
Company_61,Fixed Income,ASX,2332468.25,JPY,2016-07-03
Company_65,Derivatives,NYSE,4748470.07,EUR,2010-09-15
Company_6,Options,LSE,3951990.62,INR,2022-02-25
Company_65,Mortgages,HKEX,3873216.53,EUR,2010-08-04
Company_20,Bonds,NASDAQ,3606785.53,JPY,2018-11-18
Company_81,Mortgages,NASDAQ,9640209.22,INR,2020-11-14
Company_91,Equities,JPX,8609339.96,CNY,2017-04-11
Company_57,Equities,LSE,1536971.21,JPY,2021-03-05
Company_21,Options,NYSE,6383930.31,AUD,2014-03-12
Company_72,Futures,LSE,7201813.58,GBP,2012-12-12
Company_52,Swaps,BSE,1912100.71,CAD,2013-06-21
Company_7,Bonds,HKEX,8347849.67,INR,2023-04-03
Company_83,Commitments,JPX,648676.5,CNY,2020-08-09
Company_14,Fixed Income,NYSE,4907111.61,CAD,2013-09-10
Company_99,Commitments,JPX,3307192.79,USD,2020-02-08
Company_100,Bonds,LSE,4072797.08,USD,2018-05-22
Company_52,Fixed Income,SSE,8298902.17,INR,2020-06-13
Company_9,Derivatives,TSX,7928466.16,USD,2015-06-09
Company_73,Commitments,LSE,9374156.55,EUR,2015-02-14
Company_93,Equities,NASDAQ,867182.34,CAD,2015-07-09
Company_3,Futures,NASDAQ,5804696.57,CNY,2019-04-19
Company_42,Commodities,JPX,5016846.41,GBP,2010-08-26
Company_1,Mortgages,NYSE,2610847.29,CNY,2012-11-01
Company_10,Futures,NSE,1051330.44,EUR,2012-05-03
Company_26,Futures,HKEX,7543787.87,CNY,2019-07-15
Company_69,Futures,NSE,4119236.06,INR,2013-02-06
Company_55,Commodities,NSE,2390109.62,GBP,2012-08-21
Company_50,Swaps,NSE,9595523.89,INR,2020-09-14
Company_46,Fixed Income,HKEX,9412975.72,AUD,2013-02-20
Company_12,Bonds,ASX,3156790.27,USD,2018-11-24
Company_75,Derivatives,LSE,2408431.13,GBP,2010-03-04
Company_76,Commitments,ASX,8437432.55,CAD,2017-07-09
Company_37,Futures,NSE,8015454.9,AUD,2017-01-23
Company_7,Swaps,LSE,4266562.46,INR,2016-05-10
Company_70,Bonds,NSE,4069045.58,INR,2019-08-10
Company_12,Bonds,HKEX,3918003.53,CAD,2016-12-02
Company_33,Derivatives,NYSE,328230.54,JPY,2015-06-23
Company_29,Commodities,HKEX,472587.05,CNY,2014-10-14
Company_79,Mortgages,NSE,4469656.34,EUR,2020-10-21
Company_46,Mortgages,SSE,6989859.83,JPY,2015-04-02
Company_89,Derivatives,SSE,4712921.33,USD,2012-06-12
Company_15,Mortgages,JPX,1694912.53,CNY,2020-04-14
Company_39,Fixed Income,NASDAQ,8547921.16,AUD,2018-10-28
Company_72,Futures,ASX,6156068.19,CAD,2014-07-22
Company_56,Fixed Income,TSX,9726508.96,AUD,2023-05-24
Company_29,Equities,TSX,7877089.49,AUD,2019-02-13
Company_73,Futures,SSE,2521422.83,JPY,2023-12-28
Company_34,Equities,SSE,4563814.98,JPY,2019-05-14
Company_34,Swaps,JPX,7614797.71,GBP,2012-04-02
